id,user_id,skill_id,projectName,projectDescription,projectExperience,role,create_at,status
953,364,797,Presenting Skills Workshop Development,Optimize SQL database performance through query optimization and indexing and database tuning techniques.,10 months,Quality Assurance (QA) Engineer,8/10/2023,Not Approved
954,523,815,Project Management Tool Implementation,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 months,Developer/Programmer,2/27/2024,pending
955,599,438,Snowflake Data Warehouse Migration,Develop a scalable and responsive web application using React for improved user experience.,9 months,Designer,4/9/2023,Not Approved
956,665,36,React Web Application Development,Develop a scalable and responsive web application using React for improved user experience.,6 months,Subject Matter Expert (SME),8/23/2023,Not Approved
957,550,678,PHP Forum Integration,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,2 years,Subject Matter Expert (SME),6/16/2023,pending
958,182,451,Project Management Tool Implementation,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,4 years,Designer,9/23/2023,pending
959,372,82,React Web Application Development,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,7 months,Designer,7/26/2023,Not Approved
960,382,378,Slides Template Redesign,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,5 years,Developer/Programmer,7/8/2023,Approved
961,993,430,SQL Database Optimization Project,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,10 years,Quality Assurance (QA) Engineer,10/26/2023,Approved
962,561,741,Presenting Skills Workshop Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,3 months,Subject Matter Expert (SME),3/7/2024,pending
963,62,226,Java Enterprise Application Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,9 months,Designer,7/7/2023,Not Approved
964,618,534,Snowflake Data Warehouse Migration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,4 years,Quality Assurance (QA) Engineer,10/3/2023,Approved
965,433,750,React Web Application Development,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,4 years,Developer/Programmer,12/8/2023,pending
966,606,271,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,1 years,Subject Matter Expert (SME),6/26/2023,Not Approved
967,787,695,Power BI Dashboard Enhancement,Enhance existing Power BI dashboards with advanced visualizations and data insights.,7 years,Quality Assurance (QA) Engineer,9/15/2023,Approved
968,754,665,Project Management Tool Implementation,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,2 years,Project Manager,8/23/2023,pending
969,324,865,React Web Application Development,Develop a scalable and responsive web application using React for improved user experience.,10 years,Quality Assurance (QA) Engineer,6/19/2023,Not Approved
970,643,839,Java Enterprise Application Development,Develop a scalable and responsive web application using React for improved user experience.,3 months,Developer/Programmer,6/5/2023,Approved
971,436,159,Snowflake Data Warehouse Migration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,1 month,Business Analyst,9/18/2023,pending
972,970,357,SQL Database Optimization Project,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,7 months,Designer,5/30/2023,pending
973,453,316,React Web Application Development,Develop a scalable and responsive web application using React for improved user experience.,10 months,Team Lead,2/14/2024,pending
974,626,292,Power BI Dashboard Enhancement,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,9 months,Subject Matter Expert (SME),11/1/2023,Approved
975,159,944,Power BI Dashboard Enhancement,Enhance existing Power BI dashboards with advanced visualizations and data insights.,1 years,Developer/Programmer,5/28/2023,pending
976,391,751,SQL Database Optimization Project,Develop a scalable and responsive web application using React for improved user experience.,1 month,Team Lead,6/24/2023,pending
977,917,464,Power BI Dashboard Enhancement,Develop a scalable and responsive web application using React for improved user experience.,5 months,Project Manager,10/9/2023,Not Approved
978,868,144,Slides Template Redesign,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,10 months,Business Analyst,12/26/2023,Not Approved
979,893,263,Java Enterprise Application Development,Enhance existing Power BI dashboards with advanced visualizations and data insights.,8 months,Business Analyst,2/23/2024,Approved
980,757,915,Java Enterprise Application Development,Develop an interactive workshop to improve presenting skills using modern techniques and tools.,1 month,Project Manager,2/28/2024,Approved
981,148,684,Presenting Skills Workshop Development,Develop a scalable and responsive web application using React for improved user experience.,8 months,Subject Matter Expert (SME),2/19/2024,Approved
982,41,353,Slides Template Redesign,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,3 months,Team Lead,4/5/2024,Not Approved
983,163,468,Snowflake Data Warehouse Migration,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,10 years,Subject Matter Expert (SME),12/2/2023,pending
984,491,263,Presenting Skills Workshop Development,Migrate data warehouse to Snowflake platform for improved scalability and performance and cost-effectiveness.,3 months,Designer,4/1/2024,pending
985,288,305,SQL Database Optimization Project,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,9 months,Quality Assurance (QA) Engineer,4/18/2023,Approved
986,664,410,Snowflake Data Warehouse Migration,Integrate PHP-based forum software into existing web platform for enhanced community engagement.,1 month,Team Lead,6/12/2023,pending
987,974,58,PHP Forum Integration,Redesign presentation slides template to modernize branding and improve visual appeal.,8 months,Developer/Programmer,8/26/2023,Approved
988,60,567,PHP Forum Integration,Redesign presentation slides template to modernize branding and improve visual appeal.,3 months,Subject Matter Expert (SME),3/22/2024,Not Approved
989,906,714,Slides Template Redesign,Redesign presentation slides template to modernize branding and improve visual appeal.,5 years,Quality Assurance (QA) Engineer,12/18/2023,Not Approved
990,332,378,PHP Forum Integration,Implement a robust project management tool to streamline workflows and improve collaboration among teams.,9 months,Quality Assurance (QA) Engineer,6/6/2023,pending
991,532,949,Presenting Skills Workshop Development,Automate data analysis processes using Python scripts and optimizing efficiency and accuracy.,10 years,Subject Matter Expert (SME),6/2/2023,pending
992,991,583,PHP Forum Integration,Develop enterprise-grade applications using Java to meet business requirements and ensure scalability.,1 month,Developer/Programmer,4/19/2023,pending
